BTC crypto,ETH crypto,USDT crypto,BNB crypto,ADA crypto,USDC crypto,XRP crypto,DOGE crypto,BUSD crypto,DOT crypto
30132,31000.0,25966,28143,30932,22433.0,27421,30207,17947.0,22199
